Título da classe de terceiro nível / quarto nível;Código;Termo
Monitorização da segurança de produtos de saúde;800.10.306;Monitorização de segurança de produtos de saúde
Monitorização da segurança de produtos de saúde;800.10.306;Produto cosmético, monitorização de 
Monitorização da segurança de produtos de saúde;800.10.306;Segurança de produtos de saúde, monitorização de
Realização de ensaios clínicos;800.10.600;Ensaio clínico, realização de
Realização de ensaios clínicos;800.10.600;Realização de ensaio clínico
Realização de ensaios laboratoriais;800.10.601;Água da rede de distribuição, realização de ensaio laboratorial à 
Realização de ensaios laboratoriais;800.10.601;Água de piscinas e parques aquáticos, realização de ensaio laboratorial à 
Realização de ensaios laboratoriais;800.10.601;Água de praias, realização de ensaio laboratorial à 
Realização de ensaios laboratoriais;800.10.601;Água fluvial, realização de ensaio laboratorial à
Realização de ensaios laboratoriais;800.10.601;Água industrial, realização de ensaio laboratorial à 
Realização de ensaios laboratoriais;800.10.601;Água residual, realização de ensaio laboratorial à
Realização de ensaios laboratoriais;800.10.601;Análise bacteriológica 
Realização de ensaios laboratoriais;800.10.601;Análise de solo 
Realização de ensaios laboratoriais;800.10.601;Análise laboratorial 
Realização de ensaios laboratoriais;800.10.601;Análise química 
Realização de ensaios laboratoriais;800.10.601;Controlo de qualidade de ensaios laboratoriais
Realização de ensaios laboratoriais;800.10.601;Controlo de qualidade do solo 
Realização de ensaios laboratoriais;800.10.601;Ensaio de controlo de qualidade de água
Realização de ensaios laboratoriais;800.10.601;Ensaio de controlo de qualidade de areia
Realização de ensaios laboratoriais;800.10.601;Ensaio de controlo de qualidade do ar 
Realização de ensaios laboratoriais;800.10.601;Ensaio laboratorial, realização de
Realização de ensaios laboratoriais;800.10.601;Piscinas e parques aquáticos, ensaio laboratorial à água de 
Realização de ensaios laboratoriais;800.10.601;Praias, ensaio laboratorial à água de
Realização de ensaios laboratoriais;800.10.601;Qualidade de água, ensaio de controlo de 
Realização de ensaios laboratoriais;800.10.601;Qualidade de areia, ensaio de controlo de 
Realização de ensaios laboratoriais;800.10.601;Realização de ensaio laboratorial
Realização de ensaios laboratoriais;800.10.601;Rede de distribuição, ensaio laboratorial à água de
Realização de ensaios laboratoriais;800.10.601;Relatório de ensaio 
Realização de ensaios laboratoriais;800.10.601;Ribeira, ensaio laboratorial à água de 
Realização de estudos científicos e técnicos de apoio a políticas públicas;800.10.602;Antropologia Física, relatório de 
Realização de estudos científicos e técnicos de apoio a políticas públicas;800.10.602;Arqueologia, relatório de 
Realização de estudos científicos e técnicos de apoio a políticas públicas;800.10.602;Consultoria económica, estudo de 
Realização de estudos científicos e técnicos de apoio a políticas públicas;800.10.602;Consultoria jurídica, estudo de 
Realização de estudos científicos e técnicos de apoio a políticas públicas;800.10.602;Consultoria técnica, estudo de 
Realização de estudos científicos e técnicos de apoio a políticas públicas;800.10.602;Estudo de consultadoria económica 
Realização de estudos científicos e técnicos de apoio a políticas públicas;800.10.602;Estudo de consultadoria jurídica 
Realização de estudos científicos e técnicos de apoio a políticas públicas;800.10.602;Estudo de consultadoria técnica 
Realização de estudos científicos e técnicos de apoio a políticas públicas;800.10.602;Estudo de impacte ambiental 
Realização de estudos científicos e técnicos de apoio a políticas públicas;800.10.602;Estudo de prevenção da criminalidade 
Realização de estudos científicos e técnicos de apoio a políticas públicas;800.10.602;Estudo de segurança rodoviária 
Realização de estudos científicos e técnicos de apoio a políticas públicas;800.10.602;Estudo de viabilidade política 
Realização de estudos científicos e técnicos de apoio a políticas públicas;800.10.602;Impacte ambiental, realização de estudo 
Realização de estudos científicos e técnicos de apoio a políticas públicas;800.10.602;Impacto ambiental, estudo de 
Realização de estudos científicos e técnicos de apoio a políticas públicas;800.10.602;Prevenção da criminalidade, estudo de 
Realização de estudos científicos e técnicos de apoio a políticas públicas;800.10.602;Segurança rodoviária, estudo de 
Realização de estudos científicos e técnicos de apoio a políticas públicas;800.10.602;Viabilidade política, estudo de 
Realização de perícias ;800.10.603;Perícia técnica, realização de
Realização de perícias ;800.10.603;Perícia, realização de
Realização de perícias ;800.10.603;Realização de perícia
Realização de perícias ;800.10.603;Realização de perícia técnica
Realização de perícias ;"800.10.603
";Peritagem
Realização de perícias ;"800.10.603
";Relatório técnico-científico
Realização de traduções;800.10.604;Realização de tradução
Realização de traduções;800.10.604;Retroversão 
Realização de traduções;800.10.604;Tradução de língua estrangeira
Realização de traduções;800.10.604;Tradução de linguagem informática
Realização de traduções;800.10.604;Tradução, realização de
Realização de transcrições;800.10.605;Código genético, transcrição de 
Realização de transcrições;800.10.605;Diplomática 
Realização de transcrições;800.10.605;Epigrafia
Realização de transcrições;800.10.605;Paleografia 
Realização de transcrições;800.10.605;Realização de transcrição
Realização de transcrições;800.10.605;Transcrição de escrita antiga
Realização de transcrições;800.10.605;Transcrição fonética
Avaliação da rutura de stocks de medicamentos ;800.10.606;Abastecimento do mercado de medicamentos 
Avaliação da rutura de stocks de medicamentos ;800.10.606;Avaliação da rutura de stock de medicamentos e identificação de alternativas terapêuticas
Avaliação da rutura de stocks de medicamentos ;800.10.606;Medicamentos, avaliação da rutura de stock de 
Avaliação da rutura de stocks de medicamentos ;800.10.606;Rutura de stock de medicamentos e identificação de alternativas terapêuticas, avaliação da
Realização de ações de observação em saúde e vigilância epidemiológica;800.10.607;Observação em saúde, realização de ação de
Realização de ações de observação em saúde e vigilância epidemiológica;800.10.607;Realização de ação de observação em saúde
Realização de ações de observação em saúde e vigilância epidemiológica;800.10.607;Realização de ação de vigilância epidemiológica
Realização de ações de observação em saúde e vigilância epidemiológica;800.10.607;Vigilância epidemiológica, realização de ação de
Produção de repositórios de amostras biológicas e seus derivados;800.10.608;Amostra biológica 
Produção de repositórios de amostras biológicas e seus derivados;800.10.608;Produção de repositório de amostras biológicas e seus derivados
Produção de repositórios de amostras biológicas e seus derivados;800.10.608;Repositório de amostras biológicas e seus derivados, produção de
Realização de técnicas de conservação artificial;800.10.609;Conservação artificial de órgãos
Realização de técnicas de conservação artificial;800.10.609;Embalsamamento 
Realização de estudos de investigação básica;800.20.001;Artigo científico 
Realização de estudos de investigação básica;800.20.001;Dissertação científica 
Realização de estudos de investigação básica;800.20.001;Estudo científico avançado 
Realização de estudos de investigação básica;800.20.001;Estudo comparativo original 
Realização de estudos de investigação básica;800.20.001;Estudo de fonte original 
Realização de estudos de investigação básica;800.20.001;Estudo de investigação básica 
Realização de estudos de investigação básica;800.20.001;Estudo teórico original 
Realização de estudos de investigação básica;800.20.001;Fonte original, estudo de 
Realização de estudos de investigação básica;800.20.001;Investigação básica, estudo de 
Realização de estudos de investigação básica;800.20.001;Investigação científica, realização de estudo de 
Realização de estudos de investigação básica;800.20.001;Investigação original 
Realização de estudos de investigação básica;800.20.001;Paper 
Realização de estudos de investigação básica;800.20.001;Tese académica 
Execução de projetos de investigação aplicada;800.20.002;Invenção
Execução de projetos de investigação aplicada;800.20.002;Investigação aplicada
Execução de projetos de investigação aplicada;800.20.002;Levantamento geológico 
Execução de projetos de investigação aplicada;800.20.002;Levantamento hidrológico 
Execução de projetos de investigação aplicada;800.20.002;Modelação hidráulica 
Execução de projetos de investigação aplicada;800.20.002;Nova linguagem de programação informática 
Execução de projetos de investigação aplicada;800.20.002;Patente no âmbito da investigação aplicada
Execução de projetos de investigação aplicada;800.20.002;Programação informática, nova linguagem de 
Execução de projetos de investigação aplicada;800.20.002;Protótipo
Execução de projetos de investigação aplicada;800.20.002;Reprodução de modelo original
Desenvolvimento experimental e aplicacional;800.20.500;Base de dados, configuração de solução aplicacional para
Desenvolvimento experimental e aplicacional;800.20.500;Base de dados, desenvolvimento experimental de
Desenvolvimento experimental e aplicacional;800.20.500;Configuração de solução aplicacional 
Desenvolvimento experimental e aplicacional;800.20.500;Desenvolvimento de aplicação informática 
Desenvolvimento experimental e aplicacional;800.20.500;Desenvolvimento de sistema operativo 
Desenvolvimento experimental e aplicacional;800.20.500;Desenvolvimento tecnológico
Desenvolvimento experimental e aplicacional;800.20.500;Escala piloto 
Desenvolvimento experimental e aplicacional;800.20.500;Investigação e desenvolvimento experimental
Desenvolvimento experimental e aplicacional;800.20.500;Parametrização de sistema e solução aplicacional
Desenvolvimento experimental e aplicacional;800.20.500;Parametrização de sistemas no âmbito do desenvolvimento experimental
Desenvolvimento experimental e aplicacional;800.20.500;Sistema operativo informático, desenvolvimento experimental de 
Desenvolvimento experimental e aplicacional;800.20.500;Sistema tecnológico de informação, configuração de 
Desenvolvimento experimental e aplicacional;800.20.500;Sistema tecnológico de informação, desenvolvimento experimental de 
Desenvolvimento experimental e aplicacional;800.20.500;Sistemas de informação, conceção e desenvolvimento de
Desenvolvimento experimental e aplicacional;800.20.500;Tecnologia de informação, configuração de solução aplicacional de
Desenvolvimento experimental e aplicacional;800.20.500;Tecnologia de informação, desenvolvimento experimental de
Desenvolvimento experimental e aplicacional;800.20.500;Tecnologia, configuração de solução aplicacional de 
Desenvolvimento experimental e aplicacional;800.20.500;Tecnologia, desenvolvimento experimental de 
Desenvolvimento experimental e aplicacional;800.20.500;Transferência de tecnologia 
Atribuição de subsídios à exploração de serviços públicos;850.10.001;Assunção de passivo no âmbito da atribuição de subsídio à exploração de serviço público
Atribuição de subsídios à exploração de serviços públicos;850.10.001;Conversão de crédito 
Atribuição de subsídios à exploração de serviços públicos;850.10.001;Empresa pública, atribuição de subsídio à exploração de
Atribuição de subsídios à exploração de serviços públicos;850.10.001;Indemnização compensatória, atribuição de 
Atribuição de subsídios à exploração de serviços públicos;850.10.001;Passe social 
Atribuição de subsídios à exploração de serviços públicos;850.10.001;Serviço público, atribuição de subsídio à exploração de 
Atribuição de subsídios à exploração de serviços públicos;850.10.001;Subsídio à exploração de serviço público
Atribuição de subsídios à exploração de serviços públicos;850.10.001;Subvenção pública, atribuição de 
Atribuição de subsídios à exploração de serviços públicos;850.10.001;Título de transporte, atribuição de subsídio à exploração de 
Formalização de candidaturas e acompanhamento de apoios regulares: candidatura, decisão e execução;850.10.002.01;Ajustamento de candidatura (candidatura, decisão e execução)
Formalização de candidaturas e acompanhamento de apoios regulares: candidatura, decisão e execução;850.10.002.01;Apoio a associações (candidatura, decisão e execução)
Formalização de candidaturas e acompanhamento de apoios regulares: candidatura, decisão e execução;850.10.002.01;Apoio a candidatura (candidatura, decisão e execução)
Formalização de candidaturas e acompanhamento de apoios regulares: candidatura, decisão e execução;850.10.002.01;Apoio ao emprego (candidatura, decisão e execução)
Formalização de candidaturas e acompanhamento de apoios regulares: candidatura, decisão e execução;850.10.002.01;Apoio financeiro regular (candidatura, decisão e execução)
Formalização de candidaturas e acompanhamento de apoios regulares: candidatura, decisão e execução;850.10.002.01;Apoio financeiro regular a Gabinete de Inserção Profissional (candidatura, decisão e execução)
Formalização de candidaturas e acompanhamento de apoios regulares: candidatura, decisão e execução;850.10.002.01;Apoio financeiro regular à investigação científica (candidatura, decisão e execução)
Formalização de candidaturas e acompanhamento de apoios regulares: candidatura, decisão e execução;850.10.002.01;Apoio financeiro regular à produção cultural (candidatura, decisão e execução)
Formalização de candidaturas e acompanhamento de apoios regulares: candidatura, decisão e execução;850.10.002.01;Apoio financeiro regular ao associativismo (candidatura, decisão e execução)
Formalização de candidaturas e acompanhamento de apoios regulares: candidatura, decisão e execução;850.10.002.01;Apoio financeiro regular de incentivo ao desenvolvimento (candidatura, decisão e execução)
Formalização de candidaturas e acompanhamento de apoios regulares: candidatura, decisão e execução;850.10.002.01;Aprovação de candidatura a projeto financiado (candidatura, decisão e execução)
Formalização de candidaturas e acompanhamento de apoios regulares: candidatura, decisão e execução;850.10.002.01;Candidatura a apoio (candidatura, decisão e execução)
Formalização de candidaturas e acompanhamento de apoios regulares: candidatura, decisão e execução;850.10.002.01;Candidatura a financiamento (candidatura, decisão e execução)
Formalização de candidaturas e acompanhamento de apoios regulares: candidatura, decisão e execução;850.10.002.01;Candidatura a financiamento comunitário (candidatura, decisão e execução)
Formalização de candidaturas e acompanhamento de apoios regulares: candidatura, decisão e execução;850.10.002.01;Candidatura a incentivo financeiro (candidatura, decisão e execução)
Formalização de candidaturas e acompanhamento de apoios regulares: candidatura, decisão e execução;850.10.002.01;Candidatura a programa de apoio à comunicação social (candidatura, decisão e execução)
Formalização de candidaturas e acompanhamento de apoios regulares: candidatura, decisão e execução;850.10.002.01;Candidatura a programa de apoio à cultura (candidatura, decisão e execução)
Formalização de candidaturas e acompanhamento de apoios regulares: candidatura, decisão e execução;850.10.002.01;Candidatura a programa de apoio à igualdade do género (candidatura, decisão e execução)
Formalização de candidaturas e acompanhamento de apoios regulares: candidatura, decisão e execução;850.10.002.01;Candidatura a programa de apoio à juventude (candidatura, decisão e execução)
Formalização de candidaturas e acompanhamento de apoios regulares: candidatura, decisão e execução;850.10.002.01;Candidatura a programa de apoio ao desporto (candidatura, decisão e execução)
Formalização de candidaturas e acompanhamento de apoios regulares: candidatura, decisão e execução;850.10.002.01;Candidatura a programa de apoio ao diálogo intercultural (candidatura, decisão e execução)
Formalização de candidaturas e acompanhamento de apoios regulares: candidatura, decisão e execução;850.10.002.01;Candidatura a programa financiado (candidatura, decisão e execução)
Formalização de candidaturas e acompanhamento de apoios regulares: candidatura, decisão e execução;850.10.002.01;Candidatura a programa operacional (candidatura, decisão e execução)
Formalização de candidaturas e acompanhamento de apoios regulares: candidatura, decisão e execução;850.10.002.01;Candidatura a projeto a financiar (candidatura, decisão e execução)
Formalização de candidaturas e acompanhamento de apoios regulares: candidatura, decisão e execução;850.10.002.01;Candidatura a projeto financiado (candidatura, decisão e execução)
Formalização de candidaturas e acompanhamento de apoios regulares: candidatura, decisão e execução;850.10.002.01;Candidatura ao FSE - Fundo Social Europeu (candidatura, decisão e execução)
Formalização de candidaturas e acompanhamento de apoios regulares: candidatura, decisão e execução;850.10.002.01;Condições de financiamento (candidatura, decisão e execução)
Formalização de candidaturas e acompanhamento de apoios regulares: candidatura, decisão e execução;850.10.002.01;Contrato programa (candidatura, decisão e execução)
Formalização de candidaturas e acompanhamento de apoios regulares: candidatura, decisão e execução;850.10.002.01;Decisão de financiamento (candidatura, decisão e execução)
Formalização de candidaturas e acompanhamento de apoios regulares: candidatura, decisão e execução;850.10.002.01;Execução financeira (candidatura, decisão e execução)
Formalização de candidaturas e acompanhamento de apoios regulares: candidatura, decisão e execução;850.10.002.01;Financiamento ao desenvolvimento local (candidatura, decisão e execução)
Formalização de candidaturas e acompanhamento de apoios regulares: candidatura, decisão e execução;850.10.002.01;Financiamento ao desenvolvimento regional (candidatura, decisão e execução)
Formalização de candidaturas e acompanhamento de apoios regulares: candidatura, decisão e execução;850.10.002.01;Financiamento comunitário (candidatura, decisão e execução)
Formalização de candidaturas e acompanhamento de apoios regulares: candidatura, decisão e execução;850.10.002.01;Financiamento da investigação científica (candidatura, decisão e execução)
Formalização de candidaturas e acompanhamento de apoios regulares: candidatura, decisão e execução;850.10.002.01;Financiamento nacional (candidatura, decisão e execução)
Formalização de candidaturas e acompanhamento de apoios regulares: candidatura, decisão e execução;850.10.002.01;Financiamento reembolsável (candidatura, decisão e execução)
Formalização de candidaturas e acompanhamento de apoios regulares: candidatura, decisão e execução;850.10.002.01;FSE - Fundo Social Europeu (candidatura, decisão e execução)
Formalização de candidaturas e acompanhamento de apoios regulares: candidatura, decisão e execução;850.10.002.01;Fundo comunitário (candidatura, decisão e execução)
Formalização de candidaturas e acompanhamento de apoios regulares: candidatura, decisão e execução;850.10.002.01;Gestão de candidatura aprovada (candidatura, decisão e execução)
Formalização de candidaturas e acompanhamento de apoios regulares: candidatura, decisão e execução;850.10.002.01;GIP - Gabinete de Inserção Profissional (candidatura, decisão e execução)
Formalização de candidaturas e acompanhamento de apoios regulares: candidatura, decisão e execução;850.10.002.01;Indeferimento de financiamento a candidatura de apoio regular (candidatura, decisão e execução)
Formalização de candidaturas e acompanhamento de apoios regulares: candidatura, decisão e execução;850.10.002.01;Prémio de produção agrícola e pecuária (candidatura, decisão e execução)
Formalização de candidaturas e acompanhamento de apoios regulares: candidatura, decisão e execução;850.10.002.01;Prémio de realização de projeto (candidatura, decisão e execução)
Formalização de candidaturas e acompanhamento de apoios regulares: candidatura, decisão e execução;850.10.002.01;Programa de apoio à reabilitação habitacional (candidatura, decisão e execução)
Formalização de candidaturas e acompanhamento de apoios regulares: candidatura, decisão e execução;850.10.002.01;Programa de apoio à reabilitação urbana (candidatura, decisão e execução)
Formalização de candidaturas e acompanhamento de apoios regulares: candidatura, decisão e execução;850.10.002.01;Programa de estímulo ao emprego (candidatura, decisão e execução)
Formalização de candidaturas e acompanhamento de apoios regulares: candidatura, decisão e execução;850.10.002.01;Programa de financiamento (candidatura, decisão e execução)
Formalização de candidaturas e acompanhamento de apoios regulares: candidatura, decisão e execução;850.10.002.01;Programa impulso jovem (candidatura, decisão e execução)
Formalização de candidaturas e acompanhamento de apoios regulares: controlo de informação financeira;850.10.002.02;Acompanhamento de projeto financiado (controlo de informação financeira)
Formalização de candidaturas e acompanhamento de apoios regulares: controlo de informação financeira;850.10.002.02;Apoio financeiro regular (controlo de informação financeira)
Formalização de candidaturas e acompanhamento de apoios regulares: controlo de informação financeira;850.10.002.02;Apoio financeiro regular a Gabinete de Inserção Profissional (controlo de informação financeira)
Formalização de candidaturas e acompanhamento de apoios regulares: controlo de informação financeira;850.10.002.02;Apoio financeiro regular à investigação científica (controlo de informação financeira)
Formalização de candidaturas e acompanhamento de apoios regulares: controlo de informação financeira;850.10.002.02;Apoio financeiro regular à produção cultural (controlo de informação financeira)
Formalização de candidaturas e acompanhamento de apoios regulares: controlo de informação financeira;850.10.002.02;Apoio financeiro regular ao associativismo (controlo de informação financeira)
Formalização de candidaturas e acompanhamento de apoios regulares: controlo de informação financeira;850.10.002.02;Apoio financeiro regular de incentivo ao desenvolvimento (controlo de informação financeira)
Formalização de candidaturas e acompanhamento de apoios regulares: controlo de informação financeira;850.10.002.02;Condições de financiamento (controlo de informação financeira)
Formalização de candidaturas e acompanhamento de apoios regulares: controlo de informação financeira;850.10.002.02;Contrato programa (controlo de informação financeira)
Formalização de candidaturas e acompanhamento de apoios regulares: controlo de informação financeira;850.10.002.02;Cooperação técnica e financeira regular (controlo de informação financeira)
Formalização de candidaturas e acompanhamento de apoios regulares: controlo de informação financeira;850.10.002.02;Decisão de financiamento (controlo de informação financeira)
Formalização de candidaturas e acompanhamento de apoios regulares: controlo de informação financeira;850.10.002.02;Execução financeira (controlo de informação financeira)
Formalização de candidaturas e acompanhamento de apoios regulares: controlo de informação financeira;850.10.002.02;Financiamento ao desenvolvimento local (controlo de informação financeira)
Formalização de candidaturas e acompanhamento de apoios regulares: controlo de informação financeira;850.10.002.02;Financiamento ao desenvolvimento regional (controlo de informação financeira)
Formalização de candidaturas e acompanhamento de apoios regulares: controlo de informação financeira;850.10.002.02;Financiamento comunitário (controlo de informação financeira)
Formalização de candidaturas e acompanhamento de apoios regulares: controlo de informação financeira;850.10.002.02;Financiamento da investigação científica (controlo de informação financeira)
Formalização de candidaturas e acompanhamento de apoios regulares: controlo de informação financeira;850.10.002.02;Financiamento nacional (controlo de informação financeira)
Formalização de candidaturas e acompanhamento de apoios regulares: controlo de informação financeira;850.10.002.02;Financiamento reembolsável (controlo de informação financeira)
Formalização de candidaturas e acompanhamento de apoios regulares: controlo de informação financeira;850.10.002.02;FSE - Fundo Social Europeu (controlo de informação financeira)
Formalização de candidaturas e acompanhamento de apoios regulares: controlo de informação financeira;850.10.002.02;Fundo comunitário (controlo de informação financeira)
Formalização de candidaturas e acompanhamento de apoios regulares: controlo de informação financeira;850.10.002.02;Gestão de candidatura aprovada (controlo de informação financeira)
Formalização de candidaturas e acompanhamento de apoios regulares: controlo de informação financeira;850.10.002.02;GIP - Gabinete de Inserção Profissional (controlo de informação financeira)
Formalização de candidaturas e acompanhamento de apoios regulares: controlo de informação financeira;850.10.002.02;Programa de apoio à reabilitação habitacional (controlo de informação financeira)
Formalização de candidaturas e acompanhamento de apoios regulares: controlo de informação financeira;850.10.002.02;Programa de apoio à reabilitação urbana (controlo de informação financeira)
Formalização de candidaturas e acompanhamento de apoios regulares: controlo de informação financeira;850.10.002.02;Programa de estímulo ao emprego (controlo de informação financeira)
Formalização de candidaturas e acompanhamento de apoios regulares: controlo de informação financeira;850.10.002.02;Programa de financiamento (controlo de informação financeira)
Formalização de candidaturas e acompanhamento de apoios regulares: controlo de informação financeira;850.10.002.02;Programa impulso jovem (controlo de informação financeira)
Formalização de candidaturas e acompanhamento de apoios pontuais: candidatura, decisão e execução;850.10.003.01;Acompanhamento de ação apoiada (candidatura, decisão e execução)
Formalização de candidaturas e acompanhamento de apoios pontuais: candidatura, decisão e execução;850.10.003.01;Apoio à criação de emprego (candidatura, decisão e execução)
Formalização de candidaturas e acompanhamento de apoios pontuais: candidatura, decisão e execução;850.10.003.01;Apoio à criação de emprego próprio (candidatura, decisão e execução)
Formalização de candidaturas e acompanhamento de apoios pontuais: candidatura, decisão e execução;850.10.003.01;Apoio ao emprego, acompanhamento pontual de (candidatura, decisão e execução)
Formalização de candidaturas e acompanhamento de apoios pontuais: candidatura, decisão e execução;850.10.003.01;Apoio financeiro pontual (candidatura, decisão e execução)
Formalização de candidaturas e acompanhamento de apoios pontuais: candidatura, decisão e execução;850.10.003.01;Apoio financeiro pontual à investigação científica (candidatura, decisão e execução)
Formalização de candidaturas e acompanhamento de apoios pontuais: candidatura, decisão e execução;850.10.003.01;Apoio financeiro pontual à produção cultural (candidatura, decisão e execução)
Formalização de candidaturas e acompanhamento de apoios pontuais: candidatura, decisão e execução;850.10.003.01;Apoio financeiro pontual ao associativismo (candidatura, decisão e execução)
Formalização de candidaturas e acompanhamento de apoios pontuais: candidatura, decisão e execução;850.10.003.01;Apresentação de candidatura (candidatura, decisão e execução)
Formalização de candidaturas e acompanhamento de apoios pontuais: candidatura, decisão e execução;850.10.003.01;Aprovação de candidatura a apoio pontual (candidatura, decisão e execução)
Formalização de candidaturas e acompanhamento de apoios pontuais: candidatura, decisão e execução;850.10.003.01;Aprovação de financiamento (candidatura, decisão e execução)
Formalização de candidaturas e acompanhamento de apoios pontuais: candidatura, decisão e execução;850.10.003.01;Atividade não regular de associativismo (candidatura, decisão e execução)
Formalização de candidaturas e acompanhamento de apoios pontuais: candidatura, decisão e execução;850.10.003.01;Catástrofe natural, apoios pontuais em caso de (candidatura, decisão e execução)
Formalização de candidaturas e acompanhamento de apoios pontuais: candidatura, decisão e execução;850.10.003.01;Cooperação técnica e financeira pontual (candidatura, decisão e execução)
Formalização de candidaturas e acompanhamento de apoios pontuais: candidatura, decisão e execução;850.10.003.01;Financiamento à reconstrução (candidatura, decisão e execução)
Formalização de candidaturas e acompanhamento de apoios pontuais: candidatura, decisão e execução;850.10.003.01;Financiamento comunitário (candidatura, decisão e execução)
Formalização de candidaturas e acompanhamento de apoios pontuais: candidatura, decisão e execução;850.10.003.01;Financiamento da investigação científica (candidatura, decisão e execução)
Formalização de candidaturas e acompanhamento de apoios pontuais: candidatura, decisão e execução;850.10.003.01;Financiamento extraordinário (candidatura, decisão e execução)
Formalização de candidaturas e acompanhamento de apoios pontuais: candidatura, decisão e execução;850.10.003.01;Financiamento nacional (candidatura, decisão e execução)
Formalização de candidaturas e acompanhamento de apoios pontuais: candidatura, decisão e execução;850.10.003.01;Financiamento pontual (candidatura, decisão e execução)
Formalização de candidaturas e acompanhamento de apoios pontuais: candidatura, decisão e execução;850.10.003.01;Financiamento reembolsável (candidatura, decisão e execução)
Formalização de candidaturas e acompanhamento de apoios pontuais: candidatura, decisão e execução;850.10.003.01;Indeferimento de financiamento a candidatura de apoio pontual (candidatura, decisão e execução)
Formalização de candidaturas e acompanhamento de apoios pontuais: candidatura, decisão e execução;850.10.003.01;Intempérie (candidatura, decisão e execução)
Formalização de candidaturas e acompanhamento de apoios pontuais: candidatura, decisão e execução;850.10.003.01;Subsídio à edição (candidatura, decisão e execução)
Formalização de candidaturas e acompanhamento de apoios pontuais: candidatura, decisão e execução;850.10.003.01;Subsídio à produção artística (candidatura, decisão e execução)
Formalização de candidaturas e acompanhamento de apoios pontuais: candidatura, decisão e execução;850.10.003.01;Subsídio à produção audiovisual (candidatura, decisão e execução)
Formalização de candidaturas e acompanhamento de apoios pontuais: candidatura, decisão e execução;850.10.003.01;Subsídio à produção cinematográfica (candidatura, decisão e execução)
Formalização de candidaturas e acompanhamento de apoios pontuais: candidatura, decisão e execução;850.10.003.01;Subsídio à produção de espetáculo (candidatura, decisão e execução)
Formalização de candidaturas e acompanhamento de apoios pontuais: candidatura, decisão e execução;850.10.003.01;Subsídio à produção teatral (candidatura, decisão e execução)
Formalização de candidaturas e acompanhamento de apoios pontuais: controlo de informação financeira;850.10.003.02;Acompanhamento de ação apoiada (controlo de informação financeira)
Formalização de candidaturas e acompanhamento de apoios pontuais: controlo de informação financeira;850.10.003.02;Apoio à criação de emprego (controlo de informação financeira)
Formalização de candidaturas e acompanhamento de apoios pontuais: controlo de informação financeira;850.10.003.02;Apoio à criação de emprego próprio (controlo de informação financeira)
Formalização de candidaturas e acompanhamento de apoios pontuais: controlo de informação financeira;850.10.003.02;Apoio ao emprego, acompanhamento pontual de (controlo de informação financeira)
Formalização de candidaturas e acompanhamento de apoios pontuais: controlo de informação financeira;850.10.003.02;Apoio financeiro pontual (controlo de informação financeira)
Formalização de candidaturas e acompanhamento de apoios pontuais: controlo de informação financeira;850.10.003.02;Apoio financeiro pontual à investigação científica (controlo de informação financeira)
Formalização de candidaturas e acompanhamento de apoios pontuais: controlo de informação financeira;850.10.003.02;Apoio financeiro pontual à produção cultural (controlo de informação financeira)
Formalização de candidaturas e acompanhamento de apoios pontuais: controlo de informação financeira;850.10.003.02;Apoio financeiro pontual ao associativismo (controlo de informação financeira)
Formalização de candidaturas e acompanhamento de apoios pontuais: controlo de informação financeira;850.10.003.02;Apresentação de candidatura (controlo de informação financeira)
Formalização de candidaturas e acompanhamento de apoios pontuais: controlo de informação financeira;850.10.003.02;Aprovação de candidatura a apoio pontual (controlo de informação financeira)
Formalização de candidaturas e acompanhamento de apoios pontuais: controlo de informação financeira;850.10.003.02;Aprovação de financiamento (controlo de informação financeira)
Formalização de candidaturas e acompanhamento de apoios pontuais: controlo de informação financeira;850.10.003.02;Atividade não regular de associativismo (controlo de informação financeira)
Formalização de candidaturas e acompanhamento de apoios pontuais: controlo de informação financeira;850.10.003.02;Catástrofe natural, apoios pontuais em caso de (controlo de informação financeira)
Formalização de candidaturas e acompanhamento de apoios pontuais: controlo de informação financeira;850.10.003.02;Cooperação técnica e financeira pontual (controlo de informação financeira)
Formalização de candidaturas e acompanhamento de apoios pontuais: controlo de informação financeira;850.10.003.02;Financiamento à reconstrução (controlo de informação financeira)
Formalização de candidaturas e acompanhamento de apoios pontuais: controlo de informação financeira;850.10.003.02;Financiamento comunitário (controlo de informação financeira)
Formalização de candidaturas e acompanhamento de apoios pontuais: controlo de informação financeira;850.10.003.02;Financiamento da investigação científica (controlo de informação financeira)
Formalização de candidaturas e acompanhamento de apoios pontuais: controlo de informação financeira;850.10.003.02;Financiamento extraordinário (controlo de informação financeira)
Formalização de candidaturas e acompanhamento de apoios pontuais: controlo de informação financeira;850.10.003.02;Financiamento nacional (controlo de informação financeira)
Formalização de candidaturas e acompanhamento de apoios pontuais: controlo de informação financeira;850.10.003.02;Financiamento pontual (controlo de informação financeira)
Formalização de candidaturas e acompanhamento de apoios pontuais: controlo de informação financeira;850.10.003.02;Financiamento reembolsável (controlo de informação financeira)
Formalização de candidaturas e acompanhamento de apoios pontuais: controlo de informação financeira;850.10.003.02;Intempérie (controlo de informação financeira)
Formalização de candidaturas e acompanhamento de apoios pontuais: controlo de informação financeira;850.10.003.02;Subsídio à edição (controlo de informação financeira)
