Ano do diploma;Tipo de diploma;N.º do diploma;Data do diploma;Título / âmbito do diploma;Link;;
2013;DL;115/2013;7 de agosto;Procede à terceira alteração ao Decreto-Lei n.º 74/2006, de 24 de março, que aprova o regime jurídico dos graus académicos e diplomas do ensino superior, em desenvolvimento do disposto nos artigos 11.º a 17.º da Lei n.º 46/86, de 14 de outubro (Lei de Bases do Sistema Educativo);https://dre.pt/application/file/498425;;
2013;DL;118/2013;20 de agosto;Aprova o Sistema de Certificação Energética dos Edifícios, o Regulamento de Desempenho Energético dos Edifícios de Habitação e o Regulamento de Desempenho Energético dos Edifícios de Comércio e Serviços, e transpõe a Diretiva n.º 2010/31/UE, do Parlamento Europeu e do Conselho, de 19 de maio de 2010, relativa ao desempenho energético dos edifícios;https://dre.pt/application/file/499375;;
2013;DL;122/2013;26 de agosto;Procede à terceira alteração ao Decreto-Lei n.º 272/2001, de 13 de outubro, que determina a atribuição e transferência de competências relativas a um conjunto de processos especiais dos tribunais judiciais para o Ministério Público e para as conservatórias de registo civil, regulando os correspondentes procedimentos;https://dre.pt/application/file/499455;;
2013;DL;124/2013;30 de agosto;Procede à regulamentação da Lei n.º 55/2012, de 6 de setembro, no que respeita às medidas de apoio ao desenvolvimento e proteção das atividades cinematográficas e audiovisuais, às obrigações de investimento e ao registo de obras e empresas cinematográficas e audiovisuais;https://dre.pt/application/file/499582;;
2013;DL;127/2013;30 de agosto;Estabelece o regime de emissões industriais aplicável à prevenção e ao controlo integrados da poluição, bem como as regras destinadas a evitar e ou reduzir as emissões para o ar, a água e o solo e a produção de resíduos, transpondo a Diretiva n.º2010/75/UE, do Parlamento Europeu e do Conselho, de 24 de novembro de 2010, relativa às emissões industriais (prevenção e controlo integrados da poluição);https://dre.pt/application/file/499584;;
2013;DL;131/2013;11 de setembro;Procede à segunda alteração ao Decreto-Lei n.º 290/2009, de 12 de outubro, alargando a entidades de natureza pública alguns dos apoios para o desenvolvimento das políticas de emprego e apoio à qualificação das pessoas com deficiência e incapacidade;https://dre.pt/application/file/499958;;
2013;DL;133/2013;3 de outubro;Aprova o novo regime jurídico do sector público empresarial (No uso da autorização legislativa concedida pela Lei n.º 18/2013, de 18 de fevereiro);https://dre.pt/application/file/500153;;
2013;DL;139/2013;9 de outubro;Estabelece o regime jurídico das convenções que tenham por objeto a realização de prestações de saúde aos utentes do Serviço Nacional de Saúde no âmbito da rede nacional de prestação de cuidados de saúde;https://dre.pt/application/file/500090;;
2013;DL;287/2013;12 de novembro;No uso da autorização legislativa concedida pela Lei n.º 26/2003, de 30 de Julho, aprova o Código do Imposto Municipal sobre Imóveis e o Código do Imposto Municipal sobre as Transmissões Onerosas de Imóveis, altera o Código do Imposto do Selo, altera o Estatuto dos Benefícios Fiscais e os Códigos do IRS e do IRC e revoga o Código da Contribuição Predial e do Imposto sobre a Indústria Agrícola, o Código da Contribuição Autárquica e o Código do Imposto Municipal de Sisa e do Imposto sobre as Sucessões e Doações;https://dre.pt/application/file/447273;;
2013;DL;133/2013;3 de outubro ;Aprova o novo regime jurídico do sector público empresarial;https://dre.pt/application/file/a/500153;;
2013;DL ;151-B/2013;31 de outubro;Estabelece o regime jurídico da avaliação de impacto ambiental (AIA) dos projetos públicos e privados suscetíveis de produzirem efeitos significativos no ambiente, transpondo a Diretiva n.º 2011/92/UE, do Parlamento Europeu e do Conselho, de 13 de dezembro, relativa à avaliação dos efeitos de determinados projetos públicos e privados no ambiente;https://dre.pt/application/file/513900;;
2013;DL ;167-E/2013;31 de dezembro ;Altera o regime jurídico de proteção social nas eventualidades de invalidez e velhice do regime geral de segurança social;https://dre.pt/application/file/164489;;
2013;Lei;2/2013;10 de janeiro;Estabelece o regime jurídico de criação, organização e funcionamento das associações públicas profissionais;https://dre.pt/application/file/588732;;
2013;Lei;5/2013;22 de janeiro;Simplifica o acesso à atividade transitária e ao transporte em táxi, através da eliminação dos requisitos de idoneidade e de capacidade técnica ou profissional dos responsáveis das empresas, e ao transporte coletivo de crianças, através da eliminação dos requisitos de capacidade técnica ou profissional dos responsáveis das empresas,;https://dre.pt/application/file/257093;;
2013;Lei;11-A/2013;28 de janeiro;Reorganização administrativa do território das freguesias;https://dre.pt/application/file/373764;;
2013;Lei;12/2013;29 de janeiro;Primeira alteração, por apreciação parlamentar, ao Decreto-Lei n.º 202/2012, de 27 de agosto, que procede à primeira alteração ao Estatuto do Bolseiro de Investigação, aprovado em anexo à Lei n.º 40/2004, de 18 de agosto;https://dre.pt/application/file/258183;;
2013;Lei;15/2013;8 de fevereiro;Estabelece o regime jurídico a que fica sujeita a atividade de mediação imobiliária, conformando-o com a disciplina constante do Decreto-Lei n.º 92/2010, de 26 de julho, que transpôs para a ordem jurídica interna a Diretiva n.º 2006/123/CE, do Parlamento Europeu e do Conselho, de 12 de dezembro de 2006, relativa aos serviços no mercado interno;https://dre.pt/application/file/257723;;
2013;Lei;21/2013;21 de fevereiro;Procede à terceira alteração ao Código da Execução das Penas e Medidas Privativas de Liberdade, aprovado pela Lei n.º 115/2009, de 12 de outubro;https://dre.pt/application/file/258411;;
2013;Lei;23/2013;5 de março;Aprova o regime jurídico do processo de inventário, altera o Código Civil, o Código do Registo Predial, o Código do Registo Civil e o Código de Processo Civil;https://dre.pt/application/file/259284;;
2013;Lei;24/2013;20 de março;Aprova o regime jurídico aplicável ao mergulho recreativo em todo o território nacional, em conformidade com o Decreto-Lei n.º 92/2010, de 26 de julho, que transpôs a Diretiva n.º 2006/123/CE, do Parlamento Europeu e do Conselho, de 12 de dezembro, relativa aos serviços no mercado interno, com a Lei n.º 9/2009, de 4 de março, que transpôs a Diretiva n.º 2005/36/CE, do Parlamento Europeu e do Conselho, de 7 de setembro, relativa ao reconhecimento das qualificações profissionais, e com o Decreto-Lei n.º 92/2011, de 27 de julho, que cria o Sistema de Regulação de Acesso a Profissões (SRAP);https://dre.pt/application/file/259799;;
2013;Lei;29/2013;19 de abril;Estabelece os princípios gerais aplicáveis à mediação realizada em Portugal, bem como os regimes jurídicos da mediação civil e comercial, dos mediadores e da mediação pública;https://dre.pt/application/file/260307;;
2013;Lei;34/2013;15 de maio;Estabelece o regime do exercício da atividade de segurança privada e procede à primeira alteração à Lei n.º 49/2008, de 27 de agosto (Lei de Organização da Investigação Criminal);http://dre.pt/pdf1sdip/2013/05/09400/0292102942.pdf;;
2013;Lei;36/2013;12 de junho;Aprova o regime de garantia de qualidade e segurança dos órgãos de origem humana destinados a transplantação no corpo humano, de forma a assegurar um elevado nível de proteção da saúde humana, transpondo a Diretiva n.º 2010/53/UE, do Parlamento Europeu e do Conselho, de 7 de julho, relativa a normas de qualidade e segurança dos órgãos humanos destinados a transplantação;https://dre.pt/application/file/496776;;
2013;Lei;40/2013;25 de junho;Aprova a lei de organização e funcionamento do conselho de fiscalização da base de dados de perfis de ADN e procede à primeira alteração à Lei n.º 5/2008, de 12 de fevereiro;https://dre.pt/application/file/497355;;
2013;Lei;41/2013;26 de junho;Aprova o Código de Processo Civil;https://dre.pt/application/file/497344;;
2013;Lei;52/2013;25 de julho;Procede à segunda alteração à Lei n.º 39/2009, de 30 de julho, que estabelece o regime jurídico do combate à violência, ao racismo, à xenofobia e à intolerância nos espetáculos desportivos, de forma a possibilitar a realização dos mesmos com segurança;https://dre.pt/application/file/498894;;
2013;Lei;53/2013;26 de julho;Altera o Decreto-Lei n.º 442-A/88, de 30 de novembro, que aprova o Código do Imposto sobre o Rendimento das Pessoas Singulares, clarificando o enquadramento fiscal das compensações e subsídios, referentes à atividade voluntária, postos à disposição dos bombeiros pela Autoridade Nacional de Proteção Civil e pagos pelas respetivas entidades detentoras de corpos de bombeiros, no âmbito do dispositivo especial de combate a incêndios, bem como das bolsas atribuídas aos praticantes de alto rendimento desportivo, pelo Comité Paralímpico de Portugal, no âmbito do contrato-programa de preparação para os Jogos Surdolímpicos, e dos respetivos prémios atribuídos por classificações relevantes obtidas em provas desportivas de elevado prestígio e nível competitivo;https://dre.pt/application/file/498671;;
2013;Lei;54/2013;31 de julho;Primeira alteração à Lei n.º 78/2001, de 13 de julho (Lei de organização, competência e funcionamento dos julgados de paz), aperfeiçoando alguns aspetos de organização e funcionamento dos julgados de paz;https://dre.pt/application/file/498617;;
2013;Lei;61/2013;23 de agosto;Estabelece o regime aplicável aos grafitos, afixações, picotagem e outras formas de alteração, ainda que temporária, das caraterísticas originais de superfícies exteriores de edifícios, pavimentos, passeios, muros e outras infraestruturas;http://dre.pt/pdf1sdip/2013/08/16200/0509005092.pdf;;
2013;Lei;62/2013;26 de agosto;Lei da Organização do Sistema Judiciário;https://dre.pt/application/file/499452;;
2013;Lei;70/2013;30 de agosto ;Estabelece os regimes jurídicos do fundo de compensação do trabalho, do mecanismo equivalente e do fundo de garantia de compensação do trabalho;https://dre.pt/application/file/499585;;
2013;Lei;72/2013;3 de setembro;Décima terceira alteração ao Código da Estrada, aprovado pelo Decreto-Lei n.º 114/94, de 3 de maio, e primeira alteração ao Decreto-Lei n.º 44/2005, de 23 de fevereiro;https://dre.pt/pdf1sdip/2013/09/16900/0544605499.pdf;;
2013;Lei;73/2013;3 de setembro;"Estabelece o regime financeiro das autarquias locais e das
entidades intermunicipais";http://dre.pt/pdf1sdip/2013/09/16900/0549905519.pdf;;
2013;Lei;75/2013;12 de setembro;Estabelece o regime jurídico das autarquias locais, aprova o estatuto das entidades intermunicipais, estabelece o regime jurídico da transferência de competências do Estado para as autarquias locais e para as entidades intermunicipais e aprova o regime jurídico do associativismo autárquico;https://dre.pt/pdf1sdip/2013/09/17600/0568805724.pdf;;
2013;Lei;80/2013;28 de novembro;Estabelece o regime jurídico da requalificação de trabalhadores em funções públicas visando a melhor afetação dos recursos humanos da Administração Pública, e procede à nona alteração à Lei n.º 12-A/2008, de 27 de fevereiro, à quinta alteração ao Decreto-Lei n.º 74/70, de 2 de março, à décima segunda alteração ao Decreto-Lei n.º 139-A/90, de 28 de abril, à terceira alteração ao Decreto-Lei n.º 209/2009, de 3 de setembro, e à primeira alteração ao Decreto-Lei n.º 132/2012, de 27 de junho, revogando a Lei n.º 53/2006, de 7 de dezembro;https://dre.pt/application/file/484298;;
2013;Lei;83/2013;9 de dezembro;Procede à segunda alteração à Lei n.º 66-B/2012, de 31 de dezembro (Orçamento do Estado para 2013), à alteração do Decreto-Lei n.º 215/89, de 1 de julho (Estatuto dos Benefícios Fiscais), e à terceira alteração ao Decreto-Lei n.º 193/2005, de 7 de novembro (Regime Especial de Tributação dos Rendimentos de Valores Mobiliários Representativos de Dívida);https://dre.pt/application/file/484065;;
2013;Lei;83-A/2013;30 de dezembro; Bases gerais do sistema de segurança social;https://dre.pt/application/file/423711;;
2013;Lei ;10/2013;28 de janeiro ;Procede à 5.ª alteração da Lei n.º 23/96, de 26 de julho, à 3.ª alteração da Lei n.º 24/96, de 31 de julho, e à 7.ª alteração da Lei n.º 5/2004, de 10 de fevereiro, no sentido de se atribuir maior eficácia à proteção do consumidor;https://dre.pt/application/file/a/256922;;
2013;n/a;s/nº;maio de 2013;"Plano Nacional de Saúde 2012-2016
";http://1nj5ms2lli5hdggbe3mm7ms5.wpengine.netdna-cdn.com/files/2013/05/Versao-resumo.pdf;;
2013;Norma Operacional Permanente ANPC;3101/2013;4 de junho;Atualização da tabela de classificação de ocorrências.;http://www.bombeiros.pt/Arquivo1/NOP's/NOP%203101-2009%20-%20Classifica%E7%E3o%20de%20Ocorr%EAncias.pdf;;
2013;Portaria;10/2013; 11 de janeiro;Quinta alteração à Portaria n.º 1230/2006, de 15 de novembro que cria os programas de apoio financeiro ao associativismo jovem (PAJ, PAI e PAE) e aprova o respetivo Regulamento;https://dre.pt/application/file/588746;;
2013;Portaria;19/2013;21 de janeiro;Aprova os Estatutos do Instituto Nacional de Medicina Legal e Ciências Forenses, I.P. e revoga a Portaria n.º 522/20;https://dre.pt/application/file/257080;;
2013;Portaria;38/2013;30 de Janeiro;Estabelece as condições de instalação e funcionamento do serviço de apoio domiciliário, e revoga o Despacho Normativo n.º 62/99, de 12 de novembro;http://dre.pt/pdf1sdip/2013/01/02100/0060500608.pdf;;
2013;Portaria;248/2013;5 de agosto;Aprova o regulamento de notificação obrigatória de doenças transmissíveis e outros riscos em saúde pública;https://dre.pt/application/file/a/498972;;
2013;Portaria;75/2013;18 de fevereiro;Regulamenta o disposto nos n.º 2 do artigo 9.º e n.º 3 do artigo 22.º, ambos da Lei-Quadro das Fundações (Lei n.º 24/2012, de 9 de julho);https://dre.pt/application/file/258611;;
2013;Portaria;95/2013;4 de março;Aprova o Regulamento do Sistema Integrado de Referenciação e de Gestão do Acesso à Primeira Consulta de Especialidade Hospitalar nas instituições do Serviço Nacional de Saúde e revoga a Portaria n.º 615/2008, de 11 de julho;https://dre.pt/application/file/259280;;
2013;Portaria;96/2013;4 de março;Estabelece as condições de instalação e funcionamento dos estabelecimentos de apoio social - Centro de Noite;http://dre.pt/pdf1sdip/2013/03/04400/0119101193.pdf;;
2013;Portaria;124-A/2013;27 de março;Estabelece as normas aplicáveis à atribuição do cartão nacional de dador de sangue, bem como ao reconhecimento público pela dádiva regular de sangue;https://dre.pt/application/file/479314;;
2013;Portaria;139/2013;2 de abril;Estabelece a forma de intervenção, organização e funcionamento dos Centros de Apoio Familiar e Aconselhamento Parental;https://dre.pt/application/file/259866;;
2013;Portaria;204-B/2013;18 de junho;Cria a medida Estágios Emprego;https://dre.pt/application/file/545966;;
2013;Portaria;208/2013;26 de junho;Primeira alteração à Portaria n.º 851/2010, de 6 de setembro, que regula o sistema de certificação de entidades formadoras previsto no n.º 2 do artigo 16.º do Decreto-Lei n.º 396/2007, de 31 de dezembro;https://dre.pt/application/file/497342;;
2013;Portaria;220/2013;4 de julho;Primeira alteração à Portaria n.º 337/2004, de 31 de março, que estabelece o novo regime jurídico de proteção social na eventualidade doença, no âmbito do subsistema previdencial de segurança social;https://dre.pt/application/file/497545;;
2013;Portaria;239/2013;25 de julho;Primeira alteração à Portaria n.º 1200/2010, de 29 de novembro que estabelece as normas regulamentares, os modelos de requerimento e as taxas a que estão sujeitos os pedidos de instrução para aquisição ou reconhecimento da qualidade de agente oficial da propriedade industrial e aprova o regulamento das respetivas provas de aptidão;https://dre.pt/application/file/498899;;
2013;Portaria;261/2013;14 de agosto;Estabelece os termos e as condições de utilização de assistentes de recinto desportivo em espetáculos desportivos realizados em recintos desportivos em que seja obrigatório disporem sistemas de segurança, nos termos do respetivo regime legal;https://dre.pt/application/file/499156;;
2013;Portaria;264/2013;16 de agosto;Aprova as normas técnicas de execução regulamentar do Programa Nacional de Luta e Vigilância Epidemiológica da Raiva Animal e Outras Zoonoses;https://dre.pt/application/file/499164;;
2013;Portaria;272/2013;20 de agosto;Define os requisitos e o procedimento de registos, na Direção Nacional da Polícia de Segurança Pública (PSP), das entidades que procedam ao estudo e conceção, instalação, manutenção ou assistência técnica de material e equipamento de segurança ou de centrais de alarme;https://dre.pt/application/file/499379;;
2013;Portaria;273/2013;20 de agosto;Regula as condições específicas da prestação dos serviços de segurança privada, o modelo de cartão profissional e os procedimentos para a sua emissão e os requisitos técnicos dos equipamentos, funcionamento e modelo de comunicação de alarmes;https://dre.pt/application/file/499381;;
2013;Portaria;278/2013;26 de agosto;Regulamenta o processamento dos atos e os termos do processo de inventário no âmbito do Regime Jurídico do Processo de Inventário aprovado pela Lei n.º 23/2013, de 5 de março;https://dre.pt/application/file/499450;;
2013;Portaria;283/2013;30 de agosto;Altera as Portarias n.os 621/2008, de 18 de julho, que regulamenta os pedidos de registo predial, 1535/2008, de 30 de dezembro, que regulamenta o depósito eletrónico de documentos particulares autenticados e o pedido online de atos de registo predial e 99/2008, de 31 de janeiro, que regulamenta a promoção online de atos de registo de veículos, a certidão online de registo de veículos, a promoção de atos de registo de veículos pelo vendedor que tenha por atividade principal a compra de veículo para revenda, a promoção de atos de registo de veículos pelo vendedor que proceda com caráter de regularidade à transmissão da propriedade de veículos e a promoção online do registo da penhora de veículos;https://dre.pt/application/file/499586;;
2013;Portaria;286/2013;9 de setembro;Estrutura Orgânica, Funcionamento e Competências dos orgãos e Serviços dos Estabelecimentos Prisionais.;https://dre.pt/application/file/499383;;
2013;Portaria;302/2013;16 de outubro;Identifica os requisitos formais do formulário e os elementos instrutórios que devem acompanhar os procedimentos de autorização prévia, de comunicação prévia com prazo e de mera comunicação respeitantes à instalação, exploração e alteração de estabelecimentos industriais;https://dre.pt/application/file/502932;;
2013;Portaria;303/2013;16 de outubro;Estabelece os requisitos de constituição da sociedade gestora de Zona Empresarial, identifica o quadro legal de obrigações e competências, define as regras de formulação do regulamento interno, os elementos instrutórios que devem acompanhar os pedidos de instalação e de título de exploração bem como os pedidos de conversão em Zona Empresarial;https://dre.pt/application/file/502933;;
2013;Portaria;345/2013;27 de novembro;Regula o regime aplicável à certificação de entidades formadoras de cursos de mediação de conflitos e revoga a Portaria n.º 237/2010, de 29 de abril;https://dre.pt/application/file/484282;;
2013;Portaria;353-A/2013;4 de dezembro;Estabelece os valores mínimos de caudal de ar novo por espaço, bem como os limiares de proteção e as condições de referência para os poluentes do ar interior dos edifícios de comércio e serviços novos;https://dre.pt/application/file/331946;;
2013;Portaria;375/2013;27 de dezembro;Primeira alteração à Portaria n.º 204-B/2013, de 18 de junho, que cria a medida Estágios Emprego;https://dre.pt/application/file/483713;;
2013;Portaria;378-H/2013;31 de dezembro;Terceira alteração à Portaria n.º 128/2009, de 30 de janeiro, que regula as medidas «Contrato emprego-inserção» e «Contrato emprego-inserção+»;https://dre.pt/application/file/164491;;
2013;Regulamento;40/2013;25 de janeiro;"Regulamento do Financiamento Competitivo de Programas de Doutoramento da Fundação para a Ciência e Tecnologia, IP ( FCT).
";https://dre.pt/application/file/2631090;;
2013;Regulamento;120/2013;3 de abril;Regulamento do Fundo de Apoio à Comunidade Científica, que define as condições de acesso e atribuição de financiamento a iniciativas da comunidade científica portuguesa, em todos os domínios científicos que estejam excluídas do âmbito de financiamento de outros apoios ou programas da FCT.;https://dre.pt/application/file/1148144;;
2013;Regulamento;239/2013;2 de julho;"Regulamento de recrutamento e contratação de investigadores FCT, após a devida homologação de S. Ex.ª, a Secretária de Estado da Ciência, datada de 29 de maio de 2013.

ANEXO";https://dre.pt/application/file/1610827;;
2013;Regulamento de Execução (UE);716/2013;25 de julho;Estabelece as regras de execução do Regulamento (CE) n.º 110/2008 do Parlamento Europeu e do Conselho relativo à definição, designação, apresentação, rotulagem e proteção das indicações geográficas das bebidas espirituosas;http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2013:201:0021:0030:PT:PDF;;
2013;Regulamento;326/2013;27 de agosto;Alterações ao Regulamento de Bolsas de Investigação da FCT, I. P., homologadas pela Secretária de Estado da Ciência em 15 de julho de 2013. República em anexo o citado Regulamento, na sua redação atual.;https://dre.pt/application/file/1500074;;
2013;Regulamento;327/2013;27 de agosto;Regulamento do Concurso Público para a Seleção de Infraestruturas de Investigação e sua Integração no Roteiro Nacional de Infraestruturas de Investigação de Interesse Estratégico, homologado pelo Secretário de Estado da Ciência, em 25 de julho de 2013.;https://dre.pt/application/file/1500275;;
2013;Regulamento;392/2013;16 de outubro;Aprova o regime dos procedimentos de avaliação e de acreditação das instituições de ensino superior e dos seus ciclos de estudos;https://dre.pt/application/file/1457224;;
2013;Regulamento (UE);228/2013;13 de março;"Estabelece medidas específicas no domínio da agricultura a favor das regiões ultraperiféricas da
União e revoga o Regulamento (CE) n.o 247/2006 do Conselho.";http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2013:078:0023:0040:PT:PDF;;
2013;Regulamento (UE);1305/2013;17 de dezembro;Regulamento (UE) N. 1305/2013 do Parlamento Europeu e do Conselho de 17 de dezembro de 2013, relativo ao apoio ao desenvolvimento rural pelo Fundo Europeu Agrícola de Desenvolvimento Rural (FEADER) e que revoga o Regulamento (CE) n.º 1698/2005 do Conselho;http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2013:347:0487:0548:pt:PDF;;
2013;Regulamento (UE);1297/2013;17 de dezembro;Altera o Regulamento nº 1083/2006 no que diz respeito a determinadas disposições de gestão financeira aplicáveis a certos Estados-Membros afetados ou ameaçados por graves dificuldades de estabilidade financeira (...);http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2013:347:0253:0255:PT:PDF;;
2013;Regulamento (UE);1299/2013;17 de dezembro;Relativo às disposições específicas aplicáveis ao apoio prestado pelo Fundo Europeu de Desenvolvimento Regional ao objetivo da cooperação Territorial Europeia;http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2013:347:0259:0280:PT:PDF;;
2013;Regulamento (UE);1300/2013;17 de dezembro;Relativo ao Fundo de Coesão e que revoga o Regulamento (CE) nº 1084/2006;http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2013:347:0281:0288:PT:PDF;;
2013;Regulamento (UE);1301/2013;17 de dezembro;"Estabelece disposições específicas
relativas ao objetivo de investimento no crescimento e no emprego, e que revoga o Regulamento
(CE) nº 1080/2006";http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2013:347:0289:0302:PT:PDF;;
2013;Regulamento (UE);1303/2013;17 de dezembro;Estabelece as disposições comuns relativas ao Fundo Europeu de Desenvolvimento Regional, ao FSE, ao Fundo de Coesão, ao Fundo Europeu Agrícola de Desenvolvimento Rural e ao Fundo Europeu dos Assuntos Marítimos e das Pescas e revoga o Regulamento (CE) nº 1083/2006;http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2013:347:0320:0469:PT:PDF;;
2013;Regulamento (UE);1304/2013;17 de dezembro;Relativo ao Fundo Social Europeu e revoga o Regulamento (CE) nº 1081/2006;http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2013:347:0470:0486:PT:PDF;;
2013;Regulamento (UE, Euratom);1311/2013;2 de dezembro;Regulamento (UE, Euratom) n.º 1311/2013 do Conselho de 2 de dezembro de 2013, que estabelece o quadro financeiro plurianual para o período 2014-2020;https://www.portugal2020.pt/Portal2020/Media/Default/Docs/Legislacao/Comunitaria/RegUE%201311_2013.pdf;;
2013;RCM;19/2013;5 de abril;Conceito Estratégico de Defesa Nacional.;https://dre.pt/application/dir/pdf1sdip/2013/04/06700/0198101995.pdf;;
2013;RCM;26/2013;19 de abril;Aprova as linhas de orientação para a execução da reforma estrutural da defesa nacional e das Forças Armadas, designada por Reforma «Defesa 2020»;https://dre.pt/application/file/260308;;
2013;RCM;39/2013;14 de junho;Estabelece um novo modelo institucional de governação dos fundos europeus;https://dre.pt/application/file/496668;;
2013;RCM;51/2013;8 de agosto;Procede à primeira alteração à RCM n.º 29/2011, de 11 de julho, que aprova o Regimento do Conselho de Ministros do XIX Governo Constitucional e república as regras de legística a observar no processo legislativo do Governo;https://dre.pt/application/file/499123;;
2013;RCM;62/2013;10 de outubro;Permite a emissão de novos valores escriturais nominativos, designados por Certificados do Tesouro Poupança Mais;https://dre.pt/application/file/494756;;
2014;ILAC;G19:08/2014;;Orientações para unidades de ciência forense com aplicação das normas ISO/IEC 17025 e ISO/IEC 17020.;http://ilac.org/latest_ilac_news/ilac-g19082014-published/;;
2014;Decisão (UE);955/2014;30 de dezembro;Altera a Decisão 2000/532/CE relativa à lista de resíduos em conformidade com a Diretiva 2008/98/CE do Parlamento Europeu e do Conselho ;http://www.apambiente.pt/_zdata/Politicas/Residuos/Classificacao/Decisao2014955UE.pdf;;
2014;Declaração de retificação;389/2014;9 de abril;Retificação ao despacho n.º 4205-A/2014, de 11 de março, públicado no Diário da República n.º 56, 2.ª série de 20 de março, que regulamenta os cursos de formação, ingresso, e de acesso do bombeiro voluntário;https://dre.pt/application/file/25687004;;
2014;Depósito Legal;376640/2014;16 de junho;Regras de Registo de Nomes de Domínio de .PT;https://www.dns.pt/fotos/gca/regras_2014_12_junho_final_103336018954bb0264222eb.pdf;;
2014;Despacho;1573-A/2014;30 de janeiro;Define a comparticipação financeira do IEFP, I.P., por mês e por beneficiário, no âmbito das medidas «Contrato emprego-inserção» e «Contrato emprego-inserção+»;https://dre.pt/application/file/1718148;;
2014;Despacho;5552/2014;23 de abril;Envio de Regulamento Tramitação dos Procedimentos de Recrutamento e Seleção dos Cargos de Direção Superior na Administração Pública;https://dre.pt/application/file/25696694;;
2014;Despacho;9841-A/2014;30 de julho;Despacho que define a comparticipação financeira do IEFP, I.P., por mês e por estágio, no âmbito da Medida Estágios Emprego;https://dre.pt/application/file/55031650;;
2014;Despacho;5855/2014;5 de maio;Determina a obrigatoriedade de utilização da aplicação informática de suporte ao SINAVE para notificação de doenças transmissíveis e outros riscos em saúde pública;https://dre.pt/application/file/25688519;;
2014;Despacho;11961/2014;26 de setembro;Aprova o esquema de vacinação recomendado para o Programa Nacional de Vacinação (PNV). Revoga o despacho n.º 17067/2011, públicado no Diário da República, 2.ª série, n.º 243, de 21 de dezembro;https://dre.pt/application/file/57532789;;
2014;Despacho Normativo;13/2014;15 de setembro;Regulamenta a avaliação e certificação dos conhecimentos adquiridos e das capacidades desenvolvidas pelos alunos do ensino básico,;https://dre.pt/application/file/56751956;;
2014;DL;3/2014;9 de janeiro;Aprova o Estatuto do Corpo da Guarda Prisional;https://dre.pt/application/file/605935;;
2014;DL;15/2014;23 de janeiro;Procede à segunda alteração ao Decreto-Lei n.º 39/2008, de 7 de março, que aprova o regime jurídico da instalação, exploração e funcionamento dos empreendimentos turísticos;https://dre.pt/application/dir/pdf1s%5c2014%5c01%5c01600%5c0048000505.pdf;;
2014;DL;20/2014;10 de fevereiro;Procede à quinta alteração ao Decreto-Lei n.º 86-A/2011, de 12 de julho, que aprova a Lei Orgânica do XIX Governo Constitucional;https://dre.pt/application/file/570667;;
2014;DL;23/2014;14 de fevereiro;Aprova o regime de funcionamento dos espetáculos de natureza artística e de instalação e fiscalização dos recintos fixos destinados à sua realização bem como o regime de classificação de espetáculos de natureza artística e de divertimentos públicos, conformando-o com a disciplina do Decreto-Lei n.º 92/2010, de 26 de julho, que transpôs a Diretiva n.º 2006/123/CE, do Parlamento Europeu e do Conselho, de 12 de dezembro de 2006, relativa aos serviços no mercado interno;https://dre.pt/application/file/572478;;
2014;DL;127/2014;18 de fevereiro;Procede à terceira alteração ao Decreto-Lei n.º 127/2005, de 5 de agosto, que estabelece o regime de criação das zonas de intervenção florestal, bem como os princípios reguladores da sua constituição, funcionamento e extinção, e à segunda alteração do Decreto-Lei n.º 16/2009, de 14 de janeiro, que aprova o regime jurídico dos planos de ordenamento, de gestão e de intervenção de âmbito florestal;https://dre.pt/application/file/572502;;
2014;DL;47/2014;24 de março;Procede à primeira alteração ao Decreto-Lei n.º 151-B/2013, de 31 de outubro, que estabelece o regime jurídico de avaliação de impacto ambiental (AIA) dos projetos públicos e privados suscetíveis de produzirem efeitos significativos no ambiente, transpondo a Diretiva n.º 2011/92/UE, do Parlamento Europeu e do Conselho, de 13 de dezembro de 2011, relativa à avaliação dos efeitos de determinados projetos públicos e privados no ambiente;https://dre.pt/application/file/572055;;
2014;DL;67/2014;7 de maio;Aprova o regime jurídico da gestão de resíduos de equipamentos elétricos e eletrónicos, transpondo a Diretiva n.º 2012/19/UE, do Parlamento Europeu e do Conselho, de 4 de julho de 2012;https://dre.pt/application/file/25343844;;
2014;DL;72/2014;13 de maio;Procede à primeira alteração ao Decreto-Lei n.º 4/97, de 9 de janeiro, que cria a Rede Interministerial de Modernização Administrativa;https://dre.pt/application/file/25343789;;
