Estado;Código;Título;Descrição;Notas de aplicação;Exemplos de NA;Notas de exclusão;Diplomas jurídico-administrativos REF;Diplomas jurídico-administrativos complementar;Tipo de processo;Processo transversal (S/N);Dono do processo;Participante no processo;Tipo de intervenção do participante;Código do processo relacionado;Título do processo relacionado;Tipo de relação entre processos;Dimensão qualitativa do processo;Uniformização do processo;Prazo de conservação administrativa;Nota ao PCA;Justificação PCA;Normalização Forma de contagem do prazo de cons. adm.;Forma de contagem do prazo de cons. adm.;Destino final;Justificação DF;Notas;;;;;;;;;;;
;"550.20.501

";Atuação em estados de emergência;"Intervenção em situações de estados de emergência declarado quando se verifiquem ou ameacem verificar-se casos de calamidade pública.
Inicia com a declaração de estado de emergência sob a forma de decreto do Presidente da República ou representante nas Regiões Autónomas e termina com a revogação do decreto ou pelo decurso do prazo fixado.
Inclui a audição do Governo e a autorização da Assembleia da República, a renovação ou modificação da declaração.

 ";"Ssegurança dos cidadãos em situações de calamidade pública#
Participação das Forças Armadas e apoio às autoridades administrativas civis#";;"As situações de atos de força ou insurreição devem ser consideradas em 550.30.003 – Atuação em estado de sítio#

";"Lei Orgânica 6/2014#
RCM 19/2013#
Lei Orgânica 1-A/2009#
Lei Orgânica 6/2014#
Lei 44/86#";"MIFA2014 - Missões Específicas das Forças Armadas, Conselho Superior de Defesa Nacional a 30 de julho#
SF2014 - Sistema de Forças, Conselho de Chefes de Estado-Maior (CCEM), 2014#
Lei Orgânica 6/2014 (Conceito Estratégico Militar, art 3)#
Resolução do Conselho de Ministros 19/2013 - Conceito Estratégico de Defesa Nacional)#
Lei Orgânica 1-A/2009 - LOBOFA - Lei Orgânica de Bases da Organização das Forças Armadas, republicada pela Lei Orgânica 6/2014#
Lei 44/86 (alterada pela Lei 1/2012)#";PE;S;"ANPC#
AAC#
FSS#
";FA#;Assessorar#;"150.20.300#
150.30.001#
300.10.005#
550.10.005#";"Avaliação de atividades#
Produção e intercâmbio de informação estratégica para segurança interna e defesa#
Transação e transmissão de bens móveis não culturais e contratação de serviços#
Segurança de infraestruturas estratégicas#";"Síntese (sintetizado)#
Síntese (sintetizado)#
Sucessão (sucessão)#
Cruzada#";Elevada;S;5;;"#Critério legal:
Conjugado o nº 3, artº 2 (Garantias dos direitos dos cidadãos), da [Lei 44/86] (Regime do estado de sítio e do estado de emergência) em que institui que ""Os cidadãos cujos direitos, liberdades e garantias tiverem sido violados por declaração do estado de sítio ou do estado de emergência, ou por providência adotada na sua vigência, ferida de inconstitucionalidade ou ilegalidade, designadamente por privação ilegal ou injustificada da liberdade, têm direito à correspondente indemnização, nos termos gerais"",
com o nº 1, do artº 498 do Código Civil, que prevê a prescrição do direito de indemnização no prazo de 3 anos e com o prazo de prescrição do procedimento contraordenacional de 5 anos ([DL 433/82], Ilícito de mera ordenação social, artº 27).


";Data de conclusão do procedimento;Data de encerramento do processo;C;"#Critério de densidade informacional:
As relações de síntese  estabelecidas com outros PN, como as estatísticas e a avaliação da atividade da entidade, apenas permitem recuperar a enumeração dos casos (a sua dimensão geral), não habilitando a uma síntese qualitativa que represente a complexidade do PN.
Pelo que, se torna necessário a conservação da atuação particular da entidade neste PN.
";;;;;;;;;;;;

;"550.30

";"Missões de defesa e apoio à paz
";Compreende as operações militares e paramilitares desenvolvidas em situações de guerra ou de manutenção da paz, em território nacional ou no estrangeiro.;;;"A celebração de convenções, acordos ou protocolos internacionais, ainda que diretamente relacionados com operações de defesa, deve ser considerada em ""Execução da política externa/ Definição de políticas conjuntas e dos instrumentos de regulação"" (200.10).";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;

;"550.30.001

";Participação em operações de defesa convencional do território nacional;"Ações decorrentes da participação em operações que assegurem a defesa militar da República e a organização da resistência ativa, a fim de garantir a integridade do território, a defesa do espaço aéreo e marítimo nacionais, e a liberdade e segurança das populações contra qualquer agressão ou ameaças externas.
Inicia com a determinação da Tutela e ou do Chefe do Estado-Maior-General das Forças Armadas e termina com a aprovação do relatório final.
Inclui autorização dos chefes dos ramos das Forças Armadas, nomeação e publicitação dos participantes das missões, elaboração de ordens e relatórios operacionais.
";"Segurança e defesa do território nacional e dos cidadãos (defesa militar da nação)#
Organização da resistência ativa, a fim da garantir e repor a independência nacional e a integridade do território, a defesa do espaço aéreo e marítimo nacionais, a liberdade e segurança das populações contra qualquer agressão ou ameaças externas#";;"As ações de exercício da soberania, jurisdição e responsabilidades nacionais nomeadamente as ações de proteção e socorro devem ser consideradas em 550.20.500 – Ação de proteção e socorro#
A vigilância dos espaços sob soberania e jurisdição nacional, da circulação e segurança das linhas de comunicação deve ser consideradas em 550.30.400 – Vigilância dos espaços sob soberania e jurisdição nacional, da circulação e segurança das linhas de comunicação#";"Lei Orgânica 6/2014#
RCM 19/2013#
Lei Orgânica 1-A/2009#";"MIFA2014 - Missões Específicas das Forças Armadas, Conselho Superior de Defesa Nacional a 30 de julho#
SF2014 - Sistema de Forças, Conselho de Chefes de Estado-Maior (CCEM), 2014#
Lei Orgânica 6/2014 (Conceito Estratégico Militar, art 3)#
Resolução do Conselho de Ministros 19/2013 - Conceito Estratégico de Defesa Nacional)#
Lei Orgânica 1-A/2009 - LOBOFA - Lei Orgânica de Bases da Organização das Forças Armadas, repúblicada pela Lei Orgânica 6/2014#";PE;S;"FA#
";"EMGFA#
DGPDN#";"Decidir#
Assessorar#";150.20.300#;"Avaliação de atividades#
";Síntese (sintetizado)#;Média;S;5;;"#Critério legal:
[Lei Orgânica 2/2009], Regulamento de Disciplina Militar
Artigo 55 - Prescrição do procedimento disciplinar
1 — O procedimento disciplinar prescreve passados três anos sobre a data em que a infração tiver sido cometida.
2 — Exceptuam-se as infrações disciplinares que constituam também ilícito criminal
Artigo 56 - Prescrição das penas
1 — As penas disciplinares prescrevem nos prazos seguintes:
a) Cinco anos.";Data de conclusão do procedimento;Data de encerramento do processo;C;"#Critério legal:
[Lei 100/2003], Código de Justiça Militar, artº 49.
Disposições comuns
1 — O procedimento criminal e as penas impostas pelos crimes previstos nos artº 41 a 44 e 46 a 48 são imprescritíveis.
Considerou-se para a conservação permanente a imprescritibilidade de alguns crimes.";;;;;;;;;;;;

;"550.30.002

";Ciberdefesa;"Condução de operações militares no ciberespaço, assegurando a liberdade de ação do país no ciberespaço e, quando necessário e determinado, a exploração proactiva do ciberespaço para dificultar o seu uso hostil contra o interesse nacional ou impedir ameaças que ponham em risco a soberania e a segurança nacional.
Inicia com a avaliação da ameaça e termina com e termina com a aprovação do relatório final.
Inclui a identificação de potenciais atacantes e as suas intenções e a resposta às ameaças.


";Operações defensivas, de exploração e ofensivas contra ataques cibernéticos#;;"O apoio na proteção e defesa das infraestruturas criticas nacionais e do governo eletrónico do Estado deve ser considerado em 550.10.011 – Cibersegurança#





";"RCM 19/2013#
Lei Orgânica 6/2014#
RCM 6/2003#
RCM 36/2015#
Despacho 13692/2013#
RCM 26/2013#


";"MIFA2014 - Missões Específicas das Forças Armadas, Conselho Superior de Defesa Nacional a 30 de julho#
SF2014 - Sistema de Forças, Conselho de Chefes de Estado-Maior (CCEM), 2014#
Resolução do Conselho de Ministros 19/2013 (Conceito Estratégico de Defesa Nacional)#
Lei Orgânica 6/2014 - Lei Orgânica de Bases de Organização das Forças Armadas (LOBOFA) (Conceito Estratégico Militar)#
Resolução do Conselho de Ministros 6/2003 (Conceito Estratégico de Defesa Nacional)#
Resolução do Conselho de Ministros 36/2015 - Estratégia Nacional de Segurança do Ciberespaço.
Despacho 13692/2013 (Orientação Política para a Ciberdefesa)#
Resolução do Conselho de Ministros 26/2013, de 19 de abril (Reforma «Defesa 2020»)#


";PE;S;"FA#
";"EMGFA#
DGPDN#";"Decidir#
Assessorar#";"150.20.300#
150.30.001#
300.10.005#
550.10.011#
550.30.004#";"Avaliação de atividades#
Produção e intercâmbio de informação estratégica para segurança interna e defesa#
Transação e transmissão de bens móveis não culturais e contratação de serviços#
Cibersegurança#
Evacuação de cidadãos nacionais em áreas de tensão#";"Síntese (sintetizado)#
Síntese (sintetizado)#
Cruzada#
Cruzada#
Cruzada#";Elevada;S;5;;"#Critério legal:
[Lei Orgânica 2/2009], Regulamento de Disciplina Militar
Artigo 55 - Prescrição do procedimento disciplinar
1 — O procedimento disciplinar prescreve passados três anos sobre a data em que a infração tiver sido cometida.
2 — Exceptuam-se as infrações disciplinares que constituam também ilícito criminal
Artigo 56 - Prescrição das penas
1 — As penas disciplinares prescrevem nos prazos seguintes:
a) Cinco anos.";Data de conclusão do procedimento;Data de encerramento do processo;C;"#Critério de densidade informacional:
Informação não recuperável noutro PN.";;;;;;;;;;;;

;"550.30.003

";Atuação em estado de sítio;"Intervenção em situações de estados de sítio a fim de garantir a soberania, a independência, a integridade territorial ou a ordem constitucional democrática e a segurança dos cidadãos.
Inicia com a declaração de estado de sítio sob a forma de decreto do Presidente da República e termina com a  revogação do decreto ou pelo decurso do prazo fixado.
Inclui a audição do Governo e a autorização da Assembleia da República, a renovação ou modificação da declaração.";"Segurança e defesa do território nacional e dos cidadãos quando se verifiquem ou estejam iminentes atos de força ou insurreição#
Participação das forças e serviços de segurança e de autoridades administrativas civis#";;As situações de calamidade devem ser consideradas em 550.20.501 – Atuação em estados de emergência#;"Lei Orgânica 6/2014#
RCM 19/2013#
Lei Orgânica 1-A/2009#
Lei 44/86#
Lei Orgânica 1/2012#";"MIFA2014 - Missões Específicas das Forças Armadas, Conselho Superior de Defesa Nacional a 30 de julho#
SF2014 - Sistema de Forças, Conselho de Chefes de Estado-Maior (CCEM), 2014#
Lei Orgânica 6/2014 (Conceito Estratégico Militar, art 3)#
Resolução do Conselho de Ministros 19/2013 - Conceito Estratégico de Defesa Nacional)#
Lei Orgânica 1-A/2009 - LOBOFA - Lei Orgânica de Bases da Organização das Forças Armadas, repúblicada pela Lei Orgânica 6/2014#
Lei 44/86 (alterada pela Lei Orgânica 1/2012) - Regime do estado de sítio e do estado de emergência#";PE;S;EMGFA#;"FA#
FSS#

";"Assessorar#
Assessorar#
";"150.20.300#
150.30.001#
300.10.005#
550.10.005#";"Avaliação de atividades#
Produção e intercâmbio de informação estratégica para segurança interna e defesa#
Transação e transmissão de bens móveis não culturais e contratação de serviços#
Segurança de infraestruturas estratégicas#";"Síntese (sintetizado)#
Síntese (sintetizado)#
Sucessão (sucessão)#
Cruzada#";Elevada;S;5;;"#Critério legal:
Conjugado o nº 3, artº 2 (Garantias dos direitos dos cidadãos) da [Lei 44/86], Regime do estado de sítio e do estado de emergência, em que institui que ""Os cidadãos cujos direitos, liberdades e garantias tiverem sido violados por declaração do estado de sítio ou do estado de emergência, ou por providência adotada na sua vigência, ferida de inconstitucionalidade ou ilegalidade, designadamente por privação ilegal ou injustificada da liberdade, têm direito à correspondente indemnização, nos termos gerais""
com o nº 1, do artº 498 [DL 47344/66], do Código Civil, que prevê a prescrição do direito de indemnização no prazo de 3 anos e com o prazo de prescrição do procedimento contraordenacional de 5 anos ([DL 433/82], Ilícito de mera ordenação social, artº 27).";Data de conclusão do procedimento;Data de encerramento do processo;C;"#Critério de densidade informacional:
As relações de síntese  estabelecidas com outros PN, como as estatísticas e a avaliação da atividade da entidade, apenas permitem recuperar a enumeração dos casos (a sua dimensão geral), não habilitando a uma síntese qualitativa que represente a complexidade do PN.
Pelo que, se torna necessário a conservação da atuação particular da entidade neste PN.
";;;;;;;;;;;;

;"550.30.004

";Evacuação de cidadãos nacionais em áreas de tensão;"Atuação no Espaço Estratégico de Interesse Nacional Conjuntural a fim de proteger e evacuar cidadãos nacionais em áreas de tensão ou crise, através de ações autónomas ou eventualmente coligadas.
Inicia com a caracterização da situação e termina com a aprovação do relatório final.
Inclui determinação da Tutela e/ou do CEMGFA, autorização dos chefes dos Ramos, planeamento da ação, nomeação e publicitação dos participantes na missão, elaboração de ordens e relatórios operacionais.";Cidadãos civis em qualquer zona do globo em que os interesses nacionais estejam em causa ou tenham lugar acontecimentos que os possam afetar#;;As ações de socorro, busca e salvamento devem ser consideradas em 550.20.500 – Ação de Proteção e Socorro#;"Lei Orgânica 6/2014#
RCM 19/2013#
Lei Orgânica 1-A/2009#";"MIFA2014 - Missões Específicas das Forças Armadas, Conselho Superior de Defesa Nacional a 30 de julho#
SF2014 - Sistema de Forças, Conselho de Chefes de Estado-Maior (CCEM), 2014#
Lei Orgânica 6/2014 (Conceito Estratégico Militar, art 3)#
Resolução do Conselho de Ministros 19/2013 - Conceito Estratégico de Defesa Nacional)#
Lei Orgânica 1-A/2009 - LOBOFA - Lei Orgânica de Bases da Organização das Forças Armadas, repúblicada pela Lei Orgânica 6/2014#";PE;S;"FA#
";"EMGFA#
DGPDN#";"Decidir#
Assessorar#";"150.20.300#
150.30.001#
200.30.001#
300.10.005#
550.30.002#
";"Avaliação de atividades#
Produção e intercâmbio de informação estratégica para segurança interna e defesa#
Coordenação e execução de ações de ajuda humanitária e de emergência#
Transação e transmissão de bens móveis não culturais e contratação de serviços#
Ciberdefesa#
";"Síntese (sintetizado)#
Síntese (sintetizado)#
Sucessão (antecessor)#
Cruzada#
Cruzada#
";Média;S;5;;"#Critério legal:
[Lei Orgânica 2/2009], Regulamento de Disciplina Militar
Artigo 55 - Prescrição do procedimento disciplinar
1 — O procedimento disciplinar prescreve passados três anos sobre a data em que a infração tiver sido cometida.
2 — Exceptuam-se as infrações disciplinares que constituam também ilícito criminal
Artigo 56 - Prescrição das penas
1 — As penas disciplinares prescrevem nos prazos seguintes:
a) Cinco anos.";Data de conclusão do procedimento;Data de encerramento do processo;C;"#Critério de densidade informacional:
Informação não recuperável noutro PN.";;;;;;;;;;;;

;"550.30.005

";Extração e proteção de contingentes e Forças Nacionais destacadas;"Atuação no Espaço Estratégico de Interesse Nacional Conjuntural a fim de proceder à extração, proteção ou reforço de contingentes e FND, em ambiente não permissivo, com oposição.
Inicia com a caracterização da situação e termina com a aprovação do relatório final.
Inclui determinação da Tutela e/ou do CEMGFA, autorização dos chefes dos Ramos, planeamento da ação, nomeação e publicitação dos participantes na missão, elaboração de ordens e relatórios operacionais.";Militares em qualquer zona do globo em que os interesses nacionais estejam em causa ou tenham lugar acontecimentos que os possam afetar#;;A evacuação de cidadãos nacionais em áreas de crise devem ser consideradas em 550.30.004 – Evacuação de cidadãos nacionais em áreas de tensão#;"Lei Orgânica 6/2014#
RCM 19/2013#
Lei Orgânica 1-A/2009#";"MIFA2014 - Missões Específicas das Forças Armadas, Conselho Superior de Defesa Nacional a 30 de julho#
SF2014 - Sistema de Forças, Conselho de Chefes de Estado-Maior (CCEM), 2014#
Lei Orgânica 6/2014 (Conceito Estratégico Militar, art 3)#
Resolução do Conselho de Ministros 19/2013 - Conceito Estratégico de Defesa Nacional#
Lei Orgânica 1-A/2009 - LOBOFA - Lei Orgânica de Bases da Organização das Forças Armadas, repúblicada pela Lei Orgânica 6/2014#
CRO - Não Artigo 5º (Operações de Resposta à Crise) NATO#
acordos de normalização (STANAGS) no âmbito da Organização do Tratado do Atlântico Norte (NATO)#";PE;S;"FA#
";"EMGFA#
DGPDN#";"Decidir#
Assessorar#";"150.20.300#
150.30.001#
200.10.001#
200.10.800#
300.10.005#
550.10.005#
";"Avaliação de atividades#
Produção e intercâmbio de informação estratégica para segurança interna e defesa#
Negociação e definição de posições nacionais#
Celebração de acordos e outros atos internacionais#
Transação e transmissão de bens móveis não culturais e contratação de serviços#
Segurança de infraestruturas estratégicas#
";"Síntese (sintetizado)#
Síntese (sintetizado)#
Sucessão (sucessor)#
Sucessão (antecessor)#
Cruzada#
Cruzada#
";Média;S;5;;"#Critério legal:
[Lei Orgânica 2/2009], Regulamento de Disciplina Militar
Artigo 55 - Prescrição do procedimento disciplinar
1 — O procedimento disciplinar prescreve passados três anos sobre a data em que a infração tiver sido cometida.
2 — Exceptuam-se as infrações disciplinares que constituam também ilícito criminal
Artigo 56 - Prescrição das penas
1 — As penas disciplinares prescrevem nos prazos seguintes:
a) Cinco anos.";Data de conclusão do procedimento;Data de encerramento do processo;C;"#Critério de densidade informacional:
Informação não recuperável noutro PN.";;;;;;;;;;;;

;"550.30.006

";Realização de exercícios militares;"Capacitar a prontidão de pessoal e meios, incluindo os diferentes órgãos e ramos militares para uma articulação concertada em território nacional e internacional.  em exercícios conjuntos e combinados.
Inicia com a avaliação da necessidade ou com o planeamento da ação e termina com o relatório final.
Inclui autorização do CEMGFA e dos chefes dos Ramos, nomeação e publicitação dos participantes nos exercícios, elaboração de ordens e de relatórios operacionais.";"Manobras e a exercícios militares conjuntos entre os ramos das Forças Armadas ou com as Forças Armadas de outros países#
Manobras militares e a exercícios em território nacional ou estrangeiro#
Exercícios nacionais e internacionais de ciberdefesa#";;;RCM 19/2013#;"SF2014#
Resolução do Conselho de Ministros 19/2013 - Conceito Estratégico de Defesa Nacional#
Stanags#
Collective Training and Exercise Directive (CT&ED) 075_003, NATO, Outubro 2013#";PE;S;"FA#
";"EMGFA#
APA#";"Decidir#
Comunicar#";"150.20.300#
200.10.800#
300.10.005#
";"Avaliação de atividades#
Celebração de acordos e outros atos internacionais#
Transação e transmissão de bens móveis não culturais e contratação de serviços#";"Síntese (sintetizado)#
Sucessão (antecessor)#
Cruzada#
";Elevada;S;;;;;;;;;;;;;;;;;;;

;550.30.006.01;Realização de exercícios militares: preparação e execução;"Aplica-se às fases de desenvolvimento das específicações e do conceito, do planeamento e desenvolvimento dos produtos e termina na fase da conduta operacional.
Inicia com todas as atividades associadas ao desenvolvimento das específicações e do conceito do exercício, as atividades de planeamento, coordenação, e preparação do exercício e termina com as instruções necessárias à condução do exercício.
Inclui a execução do exercício.
";;;;;;;;;;;;;;;;5;;"#Critério legal:
[Lei Orgânica 2/2009], Regulamento de Disciplina Militar
Artigo 55 - Prescrição do procedimento disciplinar
1 — O procedimento disciplinar prescreve passados três anos sobre a data em que a infração tiver sido cometida.
2 — Exceptuam-se as infrações disciplinares que constituam também ilícito criminal
Artigo 56 - Prescrição das penas
1 — As penas disciplinares prescrevem nos prazos seguintes:
a) Cinco anos.";Data de conclusão do procedimento;Data do encerramento do processo;E;"#Critério de densidade informacional: 
Informação sintetizada e recuperável no
PN 550.30.006.02 - Realização de exercícios militares: análise e avaliação.";;;;;;;;;;;;

;550.30.006.02;Realização de exercícios militares: análise e avaliação;"Inicia após a fase de execução do exercício.
Inclui a elaboração dos relatórios de primeiras impressões (FIR), do relatório final do exercício (FER) e termina com a elaboração do relatório das ações corretivas (RAR).

";;;;;;;;;;;;;;;;5;;"#Critério legal:
[Lei Orgânica 2/2009], Regulamento de Disciplina Militar
Artigo 55 - Prescrição do procedimento disciplinar
1 — O procedimento disciplinar prescreve passados três anos sobre a data em que a infração tiver sido cometida.
2 — Exceptuam-se as infrações disciplinares que constituam também ilícito criminal
Artigo 56 - Prescrição das penas
1 — As penas disciplinares prescrevem nos prazos seguintes:
a) Cinco anos.";Data de conclusão do procedimento;Data do encerramento do processo;C;"#Critério de densidade informacional:
Informação não recuperável noutro PN.";;;;;;;;;;;;

;550.30.200;Defesa do território das nações aliadas;"Empregar forças e meios militares a fim de assegurar a satisfação dos compromissos internacionais assumidos no quadro mútuo de defesa coletiva.
Inicia com a avaliação da necessidade e termina com o relatório final.
Inclui determinação do CEMGFA e autorização dos chefes dos Ramos, nomeação e publicitação dos participantes nos exercícios, elaboração de ordens e de relatórios operacionais.";Ambito da OTAN e da União Europeia (EU)#;;;"Lei Orgânica 6/2014#
RCM 19/2013#
Lei Orgânica 1-A/2009#
Lei Orgânica 6/2014#

";"MIFA2014 - Missões Específicas das Forças Armadas, Conselho Superior de Defesa Nacional a 30 de julho#
SF2014 - Sistema de Forças, Conselho de Chefes de Estado-Maior (CCEM), 2014#
Lei Orgânica 6/2014 (Conceito Estratégico Militar, art 3)#
Resolução do Conselho de Ministros 19/2013 - Conceito Estratégico de Defesa Nacional#
Lei Orgânica 1-A/2009 - LOBOFA - Lei Orgânica de Bases da Organização das Forças Armadas, repúblicada pela Lei Orgânica 6/2014#
CRO - Não Artigo 5º (Operações de Resposta à Crise) NATO#
Acordos de normalização (STANAGS) no âmbito da Organização do Tratado do Atlântico Norte (NATO)#
Diretivas comunitárias no âmbito do PCSD#";PE;S;"FA#
";"EMGFA#
DGPDN#";"Decidir#
Assessorar#";"150.20.300#
150.30.001#
200.10.001#
200.10.002#
200.10.800#
300.10.005#
550.10.005#
550.10.008#
800.10.602#

";"Avaliação de atividades#
Produção e intercâmbio de informação estratégica para segurança interna e defesa#
Negociação e definição de posições nacionais#
Representação e participação em organizações internacionais#
Celebração de acordos e outros atos internacionais#
Transação e transmissão de bens móveis não culturais e contratação de serviços#
Segurança de infraestruturas estratégicas#
Controlo de pessoas nas fronteiras#
Realização de estudos científicos e técnicos de apoio a políticas públicas e desenvolvimento local, regional e nacional#";"Síntese (sintetizado)#
Síntese (sintetizado)#
Sucessão (sucessor)#
Sucessão (antecessor)#
Sucessão (antecessor)#
Cruzada#
Complementar#
Cruzada#
Síntese (sintetizado)#";Elevada;S;5;;"#Critério legal:
[Lei Orgânica 2/2009], Regulamento de Disciplina Militar
Artigo 55 - Prescrição do procedimento disciplinar
1 — O procedimento disciplinar prescreve passados três anos sobre a data em que a infração tiver sido cometida.
2 — Exceptuam-se as infrações disciplinares que constituam também ilícito criminal
Artigo 56 - Prescrição das penas
1 — As penas disciplinares prescrevem nos prazos seguintes:
a) Cinco anos.";Data de conclusão do procedimento;Data de encerramento do processo;C;"#Critério de densidade informacional:
Informação não recuperável noutro PN.";;;;;;;;;;;;

;550.30.400;Vigilância dos espaços sob soberania e jurisdição nacional, da circulação e segurança das linhas de comunicação;"Intervenção de controlo dos espaços sob soberania nacional e/ou no Espaço Estratégico de Interesse Nacional Permanente para assegurar a sua plena utilização em segurança, no respeito pelo Direito Internacional.
Inicia com a determinação da Tutela e/ou do CEMGFA e termina com a aprovação do relatório final.
Inclui autorização dos chefes dos Ramos, nomeação e publicitação dos participantes das missões, elaboração de ordens e relatórios operacionais.";"Exercício da soberania, jurisdição e responsabilidades nacionais#
Fiscalização marítima e aérea, vigilância aérea e terrestre#
Preservação e proteção ambiental e da prevenção da criminalidade#
Garantir a livre circulação no território nacional e defesa de portos e aeroportos#
Vigiar e controlar as principais rotas internacionais aéreas e marítimas que intersetam o Espaço Estratégico de Interesse Nacional Permanente#";;"As ações de controlo de fronteiras devem ser consideradas em 550.10.008 – Controlo de pessoas nas fronteiras#
Excluem-se as ações no âmbito do Regime jurídico aplicável ao trabalho aéreo#
A execução de operações de segurança proteção ou defesa deve ser considerada em 550.10.302 – Autorização de trânsito para efeitos de afastamento por via aérea#";"Lei Orgânica 6/2014#
RCM 19/2013#
Lei Orgânica 1-A/2009#
Lei Orgânica 6/2014#

";"MIFA2014 - Missões Específicas das Forças Armadas, Conselho Superior de Defesa Nacional a 30 de julho#
SF2014 - Sistema de Forças, Conselho de Chefes de Estado-Maior (CCEM), 2014#
Lei Orgânica 6/2014 (Conceito Estratégico Militar, art 3)#
Resolução do Conselho de Ministros 19/2013 - Conceito Estratégico de Defesa Nacional#
Lei Orgânica 1-A/2009 - LOBOFA - Lei Orgânica de Bases da Organização das Forças Armadas, repúblicada pela Lei Orgânica 6/2014#";PE;S;"AAN#
AMN#
FA#
 ";"EMGFA#
APA#";"Decidir#
Assessorar#";"150.20.300#
150.30.001#
200.10.001#
300.10.005#
550.10.005#
550.10.008#
800.10.602#";"Avaliação de atividades#
Produção e intercâmbio de informação estratégica para segurança interna e defesa#
Negociação e definição de posições nacionais#
Transação e transmissão de bens móveis não culturais e contratação de serviços#
Segurança de infraestruturas estratégicas#
Controlo de pessoas nas fronteiras#
Realização de estudos científicos e técnicos de apoio a políticas públicas e desenvolvimento local, regional e nacional#";"Síntese (sintetizado)#
Síntese (sintetizado)#
Sucessão (sucessor)#
Cruzada#
Complementar#
Cruzada#
Síntese (sintetizado)#";Média;S;5;;"#Critério legal:
[Lei Orgânica 2/2009], Regulamento de Disciplina Militar
Artigo 55 - Prescrição do procedimento disciplinar
1 — O procedimento disciplinar prescreve passados três anos sobre a data em que a infração tiver sido cometida.
2 — Exceptuam-se as infrações disciplinares que constituam também ilícito criminal
Artigo 56 - Prescrição das penas
1 — As penas disciplinares prescrevem nos prazos seguintes:
a) Cinco anos.";Data de conclusão do procedimento;Data de encerramento do processo;C;"#Critério de densidade informacional:
Informação não recuperável noutro PN.";;;;;;;;;;;;

;550.30.600;"Participação em operações de resposta a crises
";"Participação das forças militares em operações de resposta em cenário de guerra no âmbito da OTAN, a fim de contribuir para a segurança internacional.
Inicia-se com os despachos da tutela e das direções dos organismos participantes e termina com o relatório final.
Inclui autorização dos chefes dos Ramos, nomeação e publicitação dos participantes das missões, elaboração de ordens e relatórios operacionais.
";"Operações militares fora do território nacional e no âmbito da OTAN, que assenta nos compromissos internacionais de Portugal, envolvendo praticamente todas as capacidades expedicionárias das Forças Armadas portuguesas#
Apoio e assistência a deslocados e refugiados e operações humanitárias fora do âmbito das operações de apoio à paz#";;"A evacuação de cidadãos nacionais em áreas de crise deve ser considerada em 550.30.004 – Evacuação de cidadãos nacionais em áreas de tensão#
A extração e proteção de Contingentes e Forças Nacionais Destacadas deve ser considerada em 550.30.005 – Extração e proteção de contingentes e Forças Nacionais Destacadas#
As ações de proteção, socorro, busca e salvamento devem ser consideradas em 550.20.500 – Ação de proteção e socorro#";"Lei Orgânica 6/2014#
RCM 19/2013#
Lei Orgânica 1-A/2009#
Lei Orgânica 6/2014#

";"MIFA2014 - Missões Específicas das Forças Armadas, Conselho Superior de Defesa Nacional a 30 de julho#
SF2014 - Sistema de Forças, Conselho de Chefes de Estado-Maior (CCEM), 2014#
Lei Orgânica 6/2014 (Conceito Estratégico Militar, art 3)#
Resolução do Conselho de Ministros 19/2013 - Conceito Estratégico de Defesa Nacional#
Lei Orgânica 1-A/2009 - LOBOFA - Lei Orgânica de Bases da Organização das Forças Armadas, repúblicada pela Lei Orgânica 6/2014#
CRO - Não Artigo 5º (Operações de Resposta à Crise) NATO#
Acordos de normalização (STANAGS) no âmbito da Organização do Tratado do Atlântico Norte (NATO)#

";PE;S;"FA#
";"EMGFA#
";"Decidir#
";"150.20.300#
150.30.001#
200.10.002#
200.10.800#
200.30.001#
300.10.005#
550.20.500#
800.10.602#";"Avaliação de atividades#
Produção e intercâmbio de informação estratégica para segurança interna e defesa#
Representação e participação em organizações internacionais#
Celebração de acordos e outros atos internacionais#
Coordenação e execução de ações de ajuda humanitária e de emergência#
Transação e transmissão de bens móveis não culturais e contratação de serviços#
Ação de proteção e socorro#
Realização de estudos científicos e técnicos de apoio a políticas públicas e desenvolvimento local, regional e nacional#";"Síntese (sintetizado)#
Síntese (sintetizado)#
Sucessão (antecessor)#
Sucessão (antecessor)#
Sucessão (antecessor)#
Cruzada#
Sucessão (sucessor)#
Síntese (sintetizado)#";Média;S;5;;"#Critério legal:
[Lei Orgânica 2/2009], Regulamento de Disciplina Militar
Artigo 55 - Prescrição do procedimento disciplinar
1 — O procedimento disciplinar prescreve passados três anos sobre a data em que a infração tiver sido cometida.
2 — Exceptuam-se as infrações disciplinares que constituam também ilícito criminal
Artigo 56 - Prescrição das penas
1 — As penas disciplinares prescrevem nos prazos seguintes:
a) Cinco anos.";Data de conclusão do procedimento;Data de encerramento do processo;C;"#Critério de densidade informacional:
Informação não recuperável noutro PN.";;;;;;;;;;;;

